wav_relpath,gt_emotion,gt_sensitivity,pred,score,index,probabilities
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001452.wav,Neutrality,엄중하다,ang,0.9222,1,"[0.0, 0.9222, 0.0778, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000605.wav,Neutrality,담백하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001124.wav,Neutrality,뚜렷하다,neu,0.9607,0,"[0.9607, 0.0393, 0.0, 0.0]"
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_001523.wav,Neutrality,예사롭다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001032.wav,Neutrality,뚜렷하다,ang,0.9191,1,"[0.0087, 0.9191, 0.0722, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001775.wav,Neutrality,자세하다,hap,0.9398,2,"[0.0005, 0.0597, 0.9398, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_000449.wav,Neutrality,담백하다,hap,0.978,2,"[0.0, 0.022, 0.978, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001381.wav,Neutrality,엄중하다,ang,0.5377,1,"[0.4574, 0.5377, 0.0049, 0.0]"
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_000907.wav,Neutrality,뚜렷하다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001518.wav,Neutrality,예사롭다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000375.wav,Neutrality,담백하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_001082.wav,Neutrality,뚜렷하다,ang,0.8937,1,"[0.1063, 0.8937, 0.0, 0.0]"
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001444.wav,Neutrality,엄중하다,neu,0.9828,0,"[0.9828, 0.0146, 0.0026, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000081.wav,Neutrality,녹녹하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_000056.wav,Neutrality,긴밀하다,hap,0.9995,2,"[0.0002, 0.0003, 0.9995, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000245.wav,Neutrality,담백하다,hap,0.9927,2,"[0.0073, 0.0, 0.9927, 0.0]"
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001686.wav,Neutrality,자세하다,neu,1.0,0,"[1.0, 0.0, 0.0, 0.0]"
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001283.wav,Neutrality,엄밀하다,neu,1.0,0,"[1.0, 0.0, 0.0, 0.0]"
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001659.wav,Neutrality,자세하다,neu,0.9997,0,"[0.9997, 0.0003, 0.0, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_000490.wav,Neutrality,담백하다,hap,0.871,2,"[0.129, 0.0, 0.871, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_000150.wav,Neutrality,담백하다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001245.wav,Neutrality,어렴풋하다,hap,0.9273,2,"[0.001, 0.0717, 0.9273, 0.0]"
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_001643.wav,Neutrality,자세하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_000310.wav,Neutrality,담백하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001488.wav,Neutrality,엄중하다,hap,0.9874,2,"[0.0, 0.0126, 0.9874, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_000175.wav,Neutrality,담백하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_000717.wav,Neutrality,담백하다,neu,1.0,0,"[1.0, 0.0, 0.0, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001184.wav,Neutrality,어렴풋하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000529.wav,Neutrality,담백하다,hap,0.8882,2,"[0.0012, 0.1106, 0.8882, 0.0]"
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_000092.wav,Neutrality,담백하다,ang,1.0,1,"[0.0, 1.0, 0.0, 0.0]"
7.중립/0028_G2A3E7S0C0_KJS/0028_G2A3E7S0C0_KJS_001164.wav,Neutrality,어렴풋하다,neu,0.7183,0,"[0.7183, 0.2815, 0.0002, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001483.wav,Neutrality,엄중하다,neu,0.8631,0,"[0.8631, 0.1364, 0.0004, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001619.wav,Neutrality,예사롭다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001820.wav,Neutrality,자세하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000864.wav,Neutrality,뚜렷하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001191.wav,Neutrality,어렴풋하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_000526.wav,Neutrality,담백하다,neu,0.998,0,"[0.998, 0.002, 0.0, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001996.wav,Neutrality,자세하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000797.wav,Neutrality,담백하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_001080.wav,Neutrality,뚜렷하다,hap,0.9999,2,"[0.0001, 0.0, 0.9999, 0.0]"
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_000612.wav,Neutrality,담백하다,neu,1.0,0,"[1.0, 0.0, 0.0, 0.0]"
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_000434.wav,Neutrality,담백하다,neu,0.9986,0,"[0.9986, 0.0002, 0.0012, 0.0]"
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_000852.wav,Neutrality,뚜렷하다,neu,1.0,0,"[1.0, 0.0, 0.0, 0.0]"
7.중립/0007_G1A4E7S0C0_JYS/0007_G1A4E7S0C0_JYS_000710.wav,Neutrality,담백하다,hap,1.0,2,"[0.0, 0.0, 1.0, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001447.wav,Neutrality,엄중하다,ang,0.9998,1,"[0.0, 0.9998, 0.0002, 0.0]"
7.중립/0009_G1A3E7S0C0_JYW/0009_G1A3E7S0C0_JYW_000002.wav,Neutrality,긴밀하다,neu,0.9997,0,"[0.9997, 0.0, 0.0002, 0.0]"
7.중립/0044_G2A5E7S0C0_KTH/0044_G2A5E7S0C0_KTH_001609.wav,Neutrality,예사롭다,hap,0.7882,2,"[0.0031, 0.2087, 0.7882, 0.0]"
